"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"4",669720,"Austin Hays","291","1.4","1.000","3.000","null","4.000","1.993","1.124","0.668","4","4","101.2","26.0","2267","88.4","88.74","0","4","0","0.3","6.51","102","157","102","158","310","343","299"
"4",657041,"Lane Thomas","175","2.3","1.000","3.000","null","4.000","1.993","1.194","0.702","4","4","102.0","28.2","2341","90.7","90.23","0","4","0","-0.5","5.77","117","153","125","149","307","324","298"
"4",446263,"Lucas Duda","523","0.8","1.000","3.000","null","4.000","1.993","1.606","0.852","4","4","104.0","28.5","2192","88.1","88.39","0","4","0","0.3","6.21","122","169","140","153","296","323","297"
"4",592261,"Delino DeShields","1669","0.2","1.000","3.000","null","4.000","1.993","1.022","0.603","4","4","99.4","28.3","2227","84.4","83.67","0","4","0","-0.7","5.87","97","146","98","145","303","318","279"
"4",643289,"Mauricio Dubon","418","1.0","1.000","3.000","null","4.000","1.993","0.508","0.277","4","4","96.8","33.2","2368","83.1","82.22","0","4","0","-0.9","5.55","110","154","102","147","299","321","287"
"4",594824,"Greg Garcia","1586","0.3","1.000","3.000","null","4.000","1.993","1.270","0.730","4","4","103.2","27.5","2376","86.0","85.72","0","4","0","-0.3","5.83","113","148","111","148","287","318","306"
"4",656185,"Greg Allen","969","0.4","1.000","3.000","null","4.000","1.993","1.210","0.662","4","4","101.8","30.4","2131","89.5","88.87","0","4","0","-0.6","5.91","107","145","102","149","277","315","291"
"4",502273,"Mike Freeman","845","0.5","1.000","3.000","null","4.000","1.993","0.663","0.386","4","4","98.8","32.4","2125","87.9","88.07","0","4","0","0.2","6.20","103","144","95","148","278","314","301"
"4",519317,"Giancarlo Stanton","395","1.0","1.000","3.000","null","4.000","1.993","1.864","0.974","4","4","110.8","25.9","2113","84.1","83.56","0","4","0","-0.5","5.99","113","156","128","151","312","329","294"
"4",543148,"Tim Federowicz","361","1.1","1.000","3.000","null","4.000","1.993","1.592","0.855","4","4","103.0","27.5","2386","89.1","88.71","0","4","0","-0.4","5.82","103","151","111","146","301","318","291"
"4",553902,"Willians Astudillo","593","0.7","1.000","3.000","null","4.000","1.993","1.459","0.821","4","4","103.0","25.9","2409","90.0","89.20","0","4","0","-0.8","5.74","111","155","122","149","302","323","286"
"4",607776,"Mac Williamson","615","0.7","1.000","3.000","null","4.000","1.993","1.233","0.766","4","4","104.9","21.5","2209","90.1","89.63","0","4","0","-0.5","5.85","115","149","120","148","316","316","294"
"4",448602,"Mark Reynolds","665","0.6","1.000","3.000","null","4.000","1.993","1.621","0.865","4","4","104.2","26.1","2308","83.8","83.31","0","4","0","-0.5","5.84","112","152","115","145","312","339","303"
"4",596119,"Blake Swihart","405","1.0","1.000","3.000","null","4.000","1.980","0.976","0.535","4","4","99.4","30.8","2242","85.4","84.65","0","4","0","-0.8","5.55","110","144","112","151","301","327","299"
"4",621512,"Tomas Nido","476","0.8","1.000","3.000","null","4.000","1.980","1.382","0.782","4","4","102.8","27.3","2115","89.6","89.09","0","4","0","-0.5","5.95","115","155","114","150","311","325","295"
"4",446481,"Sean Rodriguez","590","0.7","1.000","3.000","null","4.000","1.980","1.292","0.718","4","4","104.7","30.5","2355","80.7","79.90","0","4","0","-0.8","5.73","106","151","116","147","306","325","290"
"4",669221,"Sean Murphy","260","1.5","1.000","3.000","null","4.000","1.993","1.347","0.809","4","4","105.1","22.1","2242","92.4","92.01","0","4","0","-0.4","6.03","112","152","123","148","296","317","294"
"4",649966,"Luis Urias","1030","0.4","1.000","3.000","null","4.000","1.993","1.363","0.768","4","4","101.8","27.5","2238","85.4","84.72","0","4","0","-0.7","5.87","107","155","109","149","310","331","294"
"4",621466,"DJ Stewart","568","0.7","1.000","3.000","null","4.000","1.993","1.594","0.849","4","4","103.7","28.6","2350","89.1","88.44","0","4","0","-0.7","5.84","115","157","128","148","286","324","301"
"4",592407,"Bryan Holaday","503","0.8","1.000","3.000","null","4.000","1.993","0.834","0.516","4","4","100.1","26.5","2182","92.2","92.45","0","4","0","0.2","6.29","107","152","119","148","299","314","289"
"4",605490,"Bubba Starling","684","0.6","1.000","3.000","null","4.000","1.993","0.793","0.421","4","4","97.8","31.6","2323","90.7","90.05","0","4","0","-0.6","5.84","111","153","110","148","290","310","293"
"4",527049,"Cesar Puello","572","0.7","1.000","3.000","null","4.000","1.993","1.637","0.858","4","4","104.5","29.5","2211","88.4","88.41","0","4","0","0.0","6.27","97","148","109","142","308","319","288"
"4",456781,"Donovan Solano","903","0.4","1.000","3.000","null","4.000","1.993","1.307","0.755","4","4","101.4","26.1","2302","87.5","88.23","0","4","0","0.7","6.35","121","156","115","147","313","335","303"
"4",668670,"Jake Rogers","545","0.7","1.000","3.000","null","4.000","1.993","1.031","0.559","4","4","100.2","32.2","2239","89.0","88.56","0","4","0","-0.4","5.74","107","151","118","145","302","319","286"
"4",596451,"Roman Quinn","448","0.9","1.000","3.000","null","4.000","1.980","1.635","0.879","4","4","103.2","27.2","2307","89.3","89.69","0","4","0","0.4","6.41","97","142","93","147","286","319","292"
"4",650333,"Luis Arraez","1530","0.3","1.000","3.000","null","4.000","1.993","1.063","0.581","4","4","99.9","29.5","2065","87.9","87.25","0","4","0","-0.6","5.83","101","145","98","150","277","315","297"
"4",621458,"Edwin Rios","263","1.5","1.000","3.000","null","4.000","1.993","1.577","0.877","4","4","106.3","28.1","2081","87.6","86.96","0","4","0","-0.6","5.89","107","159","145","149","308","322","296"
"4",663656,"Kyle Tucker","325","1.2","1.000","3.000","null","4.000","1.993","1.065","0.597","4","4","101.4","29.9","2103","85.3","84.75","0","4","0","-0.5","5.91","114","163","124","147","295","326","301"
"3",663538,"Nico Hoerner","298","1.0","1.000","3.000","null","4.000","1.993","0.830","0.568","3","3","99.4","23.4","2341","90.9","91.29","0","3","0","0.4","6.38","115","153","114","148","300","327","295"
"3",622682,"Victor Reyes","1213","0.2","1.000","3.000","null","4.000","1.975","0.932","0.570","3","3","100.5","29.1","2360","84.0","84.02","0","3","0","0.0","6.07","115","150","114","151","276","320","308"
"3",666158,"Gavin Lux","399","0.8","1.000","3.000","null","4.000","1.993","1.505","0.844","3","3","105.0","26.3","2377","91.7","91.80","0","3","0","0.1","6.18","122","152","107","146","285","305","303"
"3",572008,"Chris Owings","775","0.4","1.000","3.000","null","4.000","1.993","1.105","0.658","3","3","103.3","27.2","2321","90.8","90.39","0","3","0","-0.4","6.13","95","153","105","145","300","328","290"
"3",643603,"Tyler White","1249","0.2","1.000","3.000","null","4.000","1.975","1.440","0.806","3","3","102.3","27.4","2336","93.9","94.01","0","3","0","0.1","6.32","99","148","111","145","294","332","288"
"3",465041,"Francisco Cervelli","659","0.5","1.000","3.000","null","4.000","1.993","1.150","0.695","3","3","100.6","25.3","2061","90.4","91.50","0","3","0","1.1","6.61","107","152","119","149","303","325","294"
"3",595956,"Cam Gallagher","576","0.5","1.000","3.000","null","4.000","1.993","0.477","0.282","3","3","96.2","33.0","2119","87.8","87.78","0","3","0","0.0","6.13","114","153","127","151","303","313","278"
"3",543309,"Kyle Higashioka","246","1.2","1.000","3.000","null","4.000","1.993","1.470","0.834","3","3","104.4","26.7","2325","87.0","86.46","0","3","0","-0.5","5.74","113","151","120","145","290","315","287"
"3",471865,"Carlos Gonzalez","635","0.5","1.000","3.000","null","4.000","1.993","1.359","0.759","3","3","102.4","28.6","2051","91.5","91.41","0","3","0","-0.1","6.14","112","143","105","151","289","320","303"
"3",664247,"Kyle Garlick","198","1.5","1.000","3.000","null","4.000","1.993","1.413","0.748","3","3","103.4","30.1","2449","90.1","88.97","0","3","0","-1.1","5.53","112","151","115","147","300","317","289"
"3",641513,"Travis Demeritte","777","0.4","1.000","3.000","null","4.000","1.993","1.671","0.904","3","3","104.8","24.7","2361","87.6","87.04","0","3","0","-0.6","5.82","115","157","121","146","293","314","289"
"3",641470,"Zack Collins","453","0.7","1.000","3.000","null","4.000","1.993","1.289","0.673","3","3","102.8","33.6","2079","90.2","90.29","0","3","0","0.1","6.24","122","177","119","151","292","322","303"
"3",602922,"Jose Rondon","673","0.4","1.000","3.000","null","4.000","1.993","0.883","0.548","3","3","99.6","26.7","2368","88.9","88.94","0","3","0","0.0","6.17","111","149","115","146","289","324","291"
"3",608700,"Kevin Plawecki","650","0.5","1.000","3.000","null","4.000","1.993","1.482","0.833","3","3","103.8","28.4","2182","91.9","92.78","0","3","0","0.9","6.55","111","150","124","147","299","321","287"
"3",642731,"Thairo Estrada","227","1.3","1.000","3.000","null","4.000","1.993","1.317","0.758","3","3","101.2","26.2","2355","87.7","87.01","0","3","0","-0.7","5.78","104","149","103","143","303","314","279"
"3",543829,"Dee Gordon","1455","0.2","1.000","3.000","null","4.000","1.993","0.401","0.246","3","3","95.7","31.9","2333","83.3","82.62","0","3","0","-0.7","5.79","101","147","78","141","276","306","295"
"3",425844,"Zack Greinke","183","1.6","1.000","3.000","null","4.000","1.993","1.300","0.796","3","3","103.3","22.7","2301","88.1","87.39","0","3","0","-0.7","5.77","111","150","102","147","291","314","291"
"3",572863,"Dustin Garneau","402","0.7","1.000","3.000","null","4.000","1.993","1.775","0.940","3","3","104.6","26.1","2390","93.1","93.19","0","3","0","0.1","6.13","113","151","117","148","305","302","288"
"3",658069,"Josh Fuentes","218","1.4","1.000","3.000","null","4.000","1.993","0.818","0.554","3","3","100.5","25.0","2423","87.6","87.74","0","3","0","0.1","5.91","117","151","114","147","309","329","297"
"3",572073,"Joey Rickard","785","0.4","1.000","3.000","null","4.000","1.993","0.903","0.535","3","3","98.9","30.6","2225","92.2","90.74","0","3","0","-1.5","5.59","105","148","113","153","308","315","284"
"3",460576,"Carlos Gomez","369","0.8","1.000","3.000","null","4.000","1.993","1.636","0.923","3","3","105.7","25.3","2388","94.8","94.70","0","3","0","-0.1","6.08","117","155","117","147","304","325","293"
"3",621563,"Joey Wendle","1073","0.3","1.000","3.000","null","4.000","1.993","0.704","0.422","3","3","97.1","28.7","2293","95.9","95.61","0","3","0","-0.3","6.17","124","151","102","152","286","315","292"
"3",572191,"Michael A. Taylor","479","0.6","1.000","3.000","null","4.000","1.993","1.243","0.656","3","3","103.6","33.2","2274","87.5","87.07","0","3","0","-0.4","5.94","106","153","107","149","304","321","291"
"3",571788,"Brock Holt","1221","0.2","1.000","3.000","null","4.000","1.993","0.982","0.541","3","3","99.9","31.0","2284","91.7","90.80","0","3","0","-0.9","5.78","110","148","93","149","290","320","309"
"2",642180,"Tyler Wade","388","0.5","1.000","3.000","null","4.000","1.993","0.980","0.535","2","2","97.8","29.1","2062","93.5","94.32","0","2","0","0.8","6.63","106","151","96","155","296","325","289"
"2",608686,"Jack Mayfield","238","0.8","1.000","3.000","null","4.000","1.993","1.448","0.808","2","2","101.3","26.0","2190","89.1","87.94","0","2","0","-1.2","5.60","113","150","100","147","294","310","277"
"2",607333,"Beau Taylor","134","1.5","1.000","3.000","null","4.000","1.993","1.525","0.809","2","2","101.3","28.2","2061","91.7","91.57","0","2","0","-0.1","5.95","122","161","138","152","292","317","309"
"2",502117,"Kristopher Negron","329","0.6","1.000","3.000","null","4.000","1.993","0.938","0.537","2","2","98.7","29.2","2452","88.0","88.27","0","2","0","0.3","5.97","99","153","113","141","325","323","301"
"2",592789,"Noah Syndergaard","260","0.8","1.000","3.000","null","4.000","1.993","1.534","0.799","2","2","103.3","30.9","2172","92.6","93.03","0","2","0","0.4","6.39","118","161","112","152","276","317","303"
"2",445988,"Martin Prado","1010","0.2","1.000","3.000","null","4.000","1.993","0.675","0.423","2","2","99.6","30.1","2137","93.3","93.96","0","2","0","0.7","6.48","116","152","121","148","302","317","274"
"2",605244,"Aramis Garcia","196","1.0","1.000","3.000","null","4.000","1.993","0.913","0.511","2","2","99.0","32.1","2244","87.8","87.47","0","2","0","-0.3","5.94","101","149","115","143","293","314","286"
"2",518516,"Madison Bumgarner","330","0.6","1.000","3.000","null","4.000","1.993","0.973","0.531","2","2","104.1","37.6","2251","90.4","90.29","0","2","0","-0.1","6.13","99","154","119","144","302","326","300"
"2",456488,"Eduardo Nunez","596","0.3","1.000","3.000","null","4.000","1.993","1.537","0.852","2","2","102.8","23.7","2466","88.1","87.38","0","2","0","-0.7","5.84","93","148","110","146","307","332","285"
"2",434670,"Hanley Ramirez","230","0.9","1.000","3.000","null","4.000","1.993","1.468","0.905","2","2","113.5","22.4","2308","92.7","91.53","0","2","0","-1.2","5.60","111","152","114","148","300","323","291"
"2",647351,"Abraham Toro","342","0.6","1.000","3.000","null","4.000","1.993","0.922","0.545","2","2","99.8","28.6","2358","96.3","95.44","0","2","0","-0.9","5.92","124","169","98","155","288","327","305"
"2",594694,"Wilmer Difo","551","0.4","1.000","3.000","null","4.000","1.993","0.702","0.377","2","2","98.2","32.0","2279","90.0","88.05","0","2","0","-2.0","5.15","115","147","117","148","290","309","288"
"2",425772,"Jeff Mathis","937","0.2","1.000","3.000","null","4.000","1.993","1.000","0.624","2","2","99.8","24.6","2505","90.2","89.46","0","2","0","-0.7","5.93","114","152","102","149","305","328","276"
"2",518614,"Daniel Descalso","818","0.2","1.000","3.000","null","4.000","1.993","1.634","0.889","2","2","102.9","26.9","2104","92.1","92.40","0","2","0","0.3","6.33","115","146","103","150","292","319","294"
"2",594011,"Rosell Herrera","484","0.4","1.000","3.000","null","4.000","1.993","1.513","0.884","2","2","105.2","23.9","2346","93.6","93.30","0","2","0","-0.3","6.12","117","153","117","152","299","319","297"
"2",594798,"Jacob deGrom","253","0.8","1.000","3.000","null","4.000","1.993","0.976","0.570","2","2","100.7","28.8","2163","90.8","90.73","0","2","0","-0.1","6.40","120","152","100","150","282","307","298"
"2",434778,"Kendrys Morales","833","0.2","1.000","3.000","null","4.000","1.993","1.845","0.968","2","2","108.3","27.0","2372","93.1","92.21","0","2","0","-0.9","5.82","121","175","129","154","299","328","298"
"2",595284,"Andrew Knapp","643","0.3","1.000","3.000","null","4.000","1.993","1.714","0.899","2","2","103.1","27.6","1736","87.5","87.92","0","2","0","0.4","6.27","107","142","104","148","293","318","297"
"2",621433,"Brett Phillips","315","0.6","1.000","3.000","null","4.000","1.993","0.534","0.268","2","2","98.2","37.0","2103","87.7","88.17","0","2","0","0.5","6.32","102","149","117","152","302","326","312"
"2",670032,"Nicky Lopez","1519","0.1","1.000","3.000","null","4.000","1.993","1.591","0.872","2","2","103.1","25.1","2062","94.4","93.37","0","2","0","-1.0","5.56","105","153","81","152","262","312","284"
"2",622168,"Yairo Munoz","660","0.3","1.000","3.000","null","4.000","1.993","1.119","0.624","2","2","99.6","27.3","2348","88.5","87.55","0","2","0","-1.0","5.76","116","150","115","147","317","321","278"
"2",572365,"Ryan Goins","674","0.3","1.000","3.000","null","4.000","1.993","0.638","0.369","2","2","97.5","32.1","2286","92.0","92.68","0","2","0","0.7","6.38","101","145","103","145","278","313","308"
"2",534606,"Ryan LaMarre","115","1.7","1.000","3.000","null","4.000","1.993","1.391","0.736","2","2","101.4","26.9","2155","90.3","89.88","0","2","0","-0.4","5.98","99","153","115","145","300","318","297"
"2",543432,"Ryan Lavarnway","74","2.7","1.000","3.000","null","4.000","1.993","1.074","0.609","2","2","100.1","28.8","2117","91.8","92.80","0","2","0","1.0","6.53","87","138","100","138","296","305","279"
"2",620439,"Franklin Barreto","237","0.8","1.000","3.000","null","4.000","1.993","1.379","0.784","2","2","103.2","24.7","2128","81.3","79.91","0","2","0","-1.4","5.23","110","148","109","148","291","311","277"
"2",624513,"Dom Nunez","199","1.0","1.000","3.000","null","4.000","1.993","0.939","0.514","2","2","100.1","32.2","2360","96.2","97.11","0","2","0","0.9","6.21","124","164","126","155","306","333","312"
"2",668942,"Josh Rojas","640","0.3","1.000","3.000","null","4.000","1.993","1.072","0.604","2","2","100.3","28.6","2397","89.7","89.30","0","2","0","-0.4","5.97","108","174","130","154","295","325","318"
"2",608384,"Nick Williams","455","0.4","1.000","3.000","null","4.000","1.993","1.792","0.958","2","2","107.4","25.7","2234","83.5","83.97","0","2","0","0.5","6.37","124","147","107","154","288","330","306"
"2",666198,"Carter Kieboom","168","1.2","1.000","3.000","null","4.000","1.993","1.021","0.625","2","2","99.7","24.9","2174","85.3","86.04","0","2","0","0.7","6.41","118","155","113","149","315","313","299"
"2",593523,"Marco Hernandez","561","0.4","1.000","3.000","null","4.000","1.993","0.876","0.522","2","2","96.7","27.3","2181","90.5","89.05","0","2","0","-1.5","5.58","117","151","90","150","288","330","308"
"2",668800,"Andrew Knizner","197","1.0","1.000","3.000","null","4.000","1.993","0.927","0.500","2","2","98.4","31.2","2131","88.6","88.14","0","2","0","-0.5","5.84","104","152","120","146","310","309","288"
"2",571697,"Scooter Gennett","502","0.4","1.000","3.000","null","4.000","1.993","0.958","0.527","2","2","98.6","29.6","2218","90.7","90.59","0","2","0","-0.1","5.77","127","151","110","151","295","325","309"
"2",595981,"Scott Heineman","349","0.6","1.000","3.000","null","4.000","1.993","1.141","0.635","2","2","100.2","27.8","2384","95.7","95.31","0","2","0","-0.4","6.10","110","154","124","150","296","317","282"
"2",624414,"Christian Arroyo","231","0.9","1.000","3.000","null","4.000","1.993","1.585","0.847","2","2","104.5","26.2","1516","73.7","73.11","0","2","0","-0.6","6.16","103","155","123","145","294","323","287"
"2",594988,"Scott Schebler","377","0.5","1.000","3.000","null","4.000","1.993","1.566","0.851","2","2","102.0","27.3","2327","89.5","88.75","0","2","0","-0.7","5.71","121","146","122","152","290","313","304"
"2",460026,"Nick Hundley","264","0.8","1.000","3.000","null","4.000","1.993","1.007","0.584","2","2","98.1","28.7","2415","87.1","87.67","0","2","0","0.6","6.40","105","149","121","144","298","322","280"
"2",664926,"Nick Dini","233","0.9","1.000","3.000","null","4.000","1.993","0.923","0.504","2","2","98.8","31.7","2348","86.2","85.63","0","2","0","-0.6","5.81","95","153","108","149","288","324","280"
"2",623180,"Seth Mejias-Brean","132","1.5","1.000","3.000","null","4.000","1.993","1.280","0.768","2","2","101.7","24.2","2288","89.8","89.61","0","2","0","-0.2","6.10","96","150","113","145","297","318","292"
"2",576397,"Jedd Gyorko","410","0.5","1.000","3.000","null","4.000","1.993","1.358","0.707","2","2","104.4","34.4","2572","87.5","87.74","0","2","0","0.2","6.19","101","147","118","145","304","332","292"
"2",622569,"Pablo Reyes","627","0.3","1.000","3.000","null","4.000","1.993","1.566","0.865","2","2","103.2","26.4","2097","91.3","92.44","0","2","0","1.1","6.80","102","150","101","149","303","316","281"
"2",624431,"Jose Trevino","479","0.4","1.000","3.000","null","4.000","1.993","0.792","0.520","2","2","98.0","25.9","2232","91.4","90.98","0","2","0","-0.4","5.99","116","153","125","148","302","314","270"
"2",489149,"Logan Morrison","156","1.3","1.000","3.000","null","4.000","1.993","1.390","0.778","2","2","102.4","25.8","2621","95.2","95.02","0","2","0","-0.2","6.09","126","178","134","151","296","317","296"
"2",605486,"Cory Spangenberg","397","0.5","1.000","3.000","null","4.000","1.993","1.323","0.700","2","2","101.7","31.7","2349","95.8","96.88","0","2","0","1.1","6.70","103","144","95","151","286","330","301"
"2",607054,"Jace Peterson","444","0.5","1.000","3.000","null","4.000","1.993","1.218","0.740","2","2","101.2","24.4","2324","90.9","90.29","0","2","0","-0.6","5.74","121","147","88","150","285","308","301"
"2",553869,"Elias Diaz","1370","0.1","1.000","3.000","null","4.000","1.993","1.299","0.784","2","2","102.2","23.9","2320","90.3","89.71","0","2","0","-0.6","5.85","113","152","119","150","310","321","298"
"2",657061,"Cole Tucker","622","0.3","1.000","3.000","null","4.000","1.993","1.407","0.797","2","2","102.8","28.0","2475","90.7","89.59","0","2","0","-1.1","5.62","100","148","105","150","288","311","290"
"2",641505,"Jonathan Davis","394","0.5","1.000","3.000","null","4.000","1.993","1.187","0.620","2","2","101.5","30.2","1970","89.4","89.26","0","2","0","-0.1","6.31","95","154","118","143","297","317","275"
"2",664774,"LaMonte Wade Jr","257","0.8","1.000","3.000","null","4.000","1.993","1.539","0.833","2","2","101.7","28.0","2305","93.4","94.17","0","2","0","0.8","6.54","127","148","85","148","289","319","307"
"2",573135,"Tyler Saladino","287","0.7","1.000","3.000","null","4.000","1.993","1.388","0.739","2","2","103.5","30.4","2246","92.2","91.20","0","2","0","-1.0","5.74","119","147","115","148","301","323","293"
"2",542364,"Rafael Ortega","424","0.5","1.000","3.000","null","4.000","1.993","1.393","0.779","2","2","102.3","28.0","2386","96.9","96.76","0","2","0","-0.1","6.36","104","143","109","145","288","315","297"
"2",570560,"Yolmer Sanchez","2246","0.1","1.000","3.000","null","4.000","1.993","0.402","0.243","2","2","94.2","31.3","2047","89.0","88.21","0","2","0","-0.8","5.89","107","157","97","152","294","320","299"
"2",664901,"Danny Mendick","162","1.2","1.000","3.000","null","4.000","1.993","0.507","0.355","2","2","96.9","25.9","2175","88.1","87.97","0","2","0","-0.1","6.15","113","146","114","144","293","316","281"
"2",621002,"Daniel Robertson","977","0.2","1.000","3.000","null","4.000","1.993","1.267","0.676","2","2","104.6","31.0","2329","92.9","91.85","0","2","0","-1.0","5.68","117","150","120","149","291","321","294"
"2",571912,"Luke Maile","500","0.4","1.000","3.000","null","4.000","1.967","1.209","0.655","2","2","100.6","29.5","2268","91.3","90.84","0","2","0","-0.5","6.07","99","142","115","145","286","325","282"
"2",594953,"Daniel Palka","383","0.5","1.000","3.000","null","4.000","1.993","1.617","0.927","2","2","110.1","22.2","2285","92.1","91.91","0","2","0","-0.2","6.07","117","173","139","153","303","328","297"
"2",592660,"Rangel Ravelo","169","1.2","1.000","3.000","null","4.000","1.993","1.764","0.911","2","2","108.1","29.7","2458","88.1","88.35","0","2","0","0.3","6.07","116","155","122","152","322","331","310"
"2",657434,"Brian O'Grady","201","1.0","1.000","3.000","null","4.000","1.967","1.416","0.737","2","2","103.4","30.8","2298","89.6","89.52","0","2","0","-0.1","6.02","104","148","124","154","313","331","302"
"1",554430,"Zack Wheeler","215","0.5","1.000","3.000","null","4.000","1.993","1.236","0.628","1","1","101.4","32.1","2045","92.1","92.77","0","1","0","0.7","6.68","125","148","115","154","271","309","299"
"1",658792,"Aaron Wilkerson","14","7.1","1.000","3.000","null","4.000","1.993","0.737","0.440","1","1","97.0","26.8","1914","91.1","92.18","0","1","0","1.1","6.70","89","146","110","149","280","294","261"
"1",501659,"Abraham Almonte","157","0.6","1.000","3.000","null","4.000","1.993","1.744","0.938","1","1","104.4","26.0","2415","96.9","96.41","0","1","0","-0.5","6.06","119","178","153","152","305","336","309"
"1",607223,"AJ Reed","207","0.5","1.000","3.000","null","4.000","1.993","1.887","0.972","1","1","106.7","29.0","2171","81.4","80.02","0","1","0","-1.4","4.99","131","181","110","147","302","328","319"
"1",607468,"Alex Blandino","223","0.4","1.000","3.000","null","4.000","1.940","1.327","0.798","1","1","102.5","22.9","2569","94.0","93.74","0","1","0","-0.3","6.18","107","153","120","149","311","324","288"
"1",546990,"Anthony Alford","124","0.8","1.000","3.000","null","4.000","1.993","1.826","0.972","1","1","107.0","24.4","1550","83.4","82.95","0","1","0","-0.4","5.84","106","145","114","144","308","338","300"
"1",621532,"Anthony Bemboom","221","0.5","1.000","3.000","null","4.000","1.993","1.420","0.775","1","1","101.2","27.7","2071","90.1","88.03","0","1","0","-2.1","4.97","95","137","115","143","289","314","285"
"1",642851,"Austin Wynns","272","0.4","1.000","3.000","null","4.000","1.993","1.550","0.852","1","1","102.4","25.7","2368","95.4","94.51","0","1","0","-0.9","6.13","109","154","130","150","319","330","282"
"1",450314,"Ben Zobrist","710","0.1","1.000","3.000","null","4.000","1.993","0.425","0.208","1","1","97.4","34.7","1874","90.2","88.39","0","1","0","-1.8","4.82","113","146","119","153","295","321","318"
"1",656252,"Bobby Bradley","191","0.5","1.000","3.000","null","4.000","1.993","1.935","1.000","1","1","113.5","24.9","2262","93.5","93.30","0","1","0","-0.2","6.05","122","176","149","153","294","332","318"
"1",656713,"Brendan McKay","41","2.4","1.000","3.000","null","4.000","1.993","1.803","0.920","1","1","108.0","32.7","2104","88.1","87.99","0","1","0","-0.1","6.60","132","156","155","149","293","326","298"
"1",591971,"Breyvic Valera","205","0.5","1.000","3.000","null","4.000","1.993","0.630","0.438","1","1","97.2","24.6","2197","90.5","89.94","0","1","0","-0.6","6.16","122","187","85","151","270","316","300"
"1",595453,"Chad Wallach","219","0.5","1.000","3.000","null","4.000","1.993","1.694","0.875","1","1","105.1","32.2","2644","93.1","93.68","0","1","0","0.6","6.64","118","155","121","148","299","319","283"
"1",605508,"Charlie Tilson","595","0.2","1.000","3.000","null","4.000","1.993","1.442","0.812","1","1","102.0","24.4","2376","97.9","97.90","0","1","0","0.0","6.45","118","149","103","148","272","300","306"
"1",543302,"Chris Herrmann","372","0.3","1.000","3.000","null","4.000","1.993","1.082","0.592","1","1","105.0","37.0","2121","92.4","92.14","0","1","0","-0.3","6.10","88","131","88","141","283","322","303"
"1",543377,"Corban Joseph","258","0.4","1.000","3.000","null","4.000","1.993","1.372","0.880","1","1","105.2","21.0","1954","91.5","92.81","0","1","0","1.3","6.77","120","149","88","154","291","316","312"
"1",606992,"Eric Haase","68","1.5","1.000","3.000","null","4.000","1.993","1.860","0.990","1","1","112.3","22.2","2253","92.6","92.61","0","1","0","0.0","6.49","112","144","114","138","285","307","299"
"1",570481,"Erik Gonzalez","529","0.2","1.000","3.000","null","4.000","1.993","1.887","0.982","1","1","107.4","25.6","2252","96.6","96.13","0","1","0","-0.5","5.96","87","144","117","144","311","314","275"
"1",456124,"Erik Kratz","188","0.5","1.000","3.000","null","4.000","1.993","0.446","0.255","1","1","96.5","33.6","2443","84.7","83.25","0","1","0","-1.5","5.01","103","156","116","148","299","338","311"
"1",595885,"Greg Bird","206","0.5","1.000","3.000","null","4.000","1.993","1.733","0.880","1","1","108.0","33.8","2516","81.6","81.25","0","1","0","-0.4","6.15","129","155","187","145","296","326","298"
"1",547943,"Hyun-Jin Ryu","272","0.4","1.000","3.000","null","4.000","1.993","1.329","0.700","1","1","100.9","30.4","2308","94.1","93.47","0","1","0","-0.6","5.76","116","155","122","149","294","315","292"
"1",643396,"Isiah Kiner-Falefa","848","0.1","1.000","3.000","null","4.000","1.993","1.510","0.805","1","1","102.4","29.3","2533","96.6","95.15","0","1","0","-1.5","5.68","118","154","114","151","301","316","299"
"1",641924,"Jacob Nottingham","34","2.9","1.000","3.000","null","4.000","1.993","0.386","0.208","1","1","98.7","36.5","2650","87.0","85.62","0","1","0","-1.4","5.19","113","152","110","151","319","322","284"
"1",665120,"Jared Walsh","368","0.3","1.000","3.000","null","4.000","1.993","1.892","0.978","1","1","107.6","29.2","2433","95.2","94.81","0","1","0","-0.4","6.00","118","174","150","154","298","332","302"
"1",664041,"Jaylin Davis","175","0.6","1.000","3.000","null","4.000","1.993","1.797","0.950","1","1","104.2","28.5","2667","83.6","82.50","0","1","0","-1.1","5.64","114","157","119","151","289","342","295"
"1",468504,"Jhoulys Chacin","116","0.9","1.000","3.000","null","4.000","1.993","1.030","0.672","1","1","99.9","23.5","2278","85.1","85.48","0","1","0","0.4","6.31","126","150","108","148","286","302","259"
"1",452657,"Jon Lester","218","0.5","1.000","3.000","null","4.000","1.993","0.319","0.175","1","1","99.1","38.6","2471","92.7","93.16","0","1","0","0.5","6.32","120","152","125","153","292","326","287"
"1",517369,"Jose Pirela","89","1.1","1.000","3.000","null","4.000","1.993","1.839","0.982","1","1","105.5","25.1","2270","79.0","77.84","0","1","0","-1.2","5.15","115","154","116","152","315","330","297"
